,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
441,misatoned antidynasty ploceinae skimback benevolent cachexias applicate abronia formicary penning acrostical pinnula legumelin misquoted consigns jareed hemistich guato inherit disincorporation jareed isoxylene formicary danae bournless curtseys ombres penide glyceryl antitypy,,,,,,,,,,,,May,Q2
442,essoinment shoptalks slaveling registrational vizors slightiest obverted musicker hydrachna dacoiting topiwala aerogenesis micronesians demonial softship aphra sarcosporidial cherimoya unmeant skokiaan phantastical winned hanse parenthetical porogamous stingy hydrachna,,,,,,,,,,,,May,Q2
443,recomposing covariance isabella negotious uneducatedness negotious worsened alanyl addititious broommaker befrets gyrostatically pettiest mikvahs saddlebows sulphoricinate psaltries petcock fallows uneducatedness ballota retropharyngeal stomatal lors lickspits corsesque,,,,,,,,,,,,May,Q2
444,nonmeteorologically hedonics octastrophic subsoiler purpuriform raghu collegialism apocalypt miscounts overaddiction burseraceous nonmeteorologically dioptrometry arctan redisbursement crossbars redisbursement banally hypermorally wakken uncontingently punctures rhinestones,,,,,,,,,,,,May,Q2
445,muscardinus reptilia flimp palaite agamic feel acronyx strappable exodontic albescent syncretistic synorchism orthodontists palaite prolicense impureness undergoing impetuoso uvuloptosis nonironically trophoplasm shunning medicochirurgical earthrise toploftiest improbabilities,,,,,,,,,,,,May,Q2
446,proofreads gelinotte neighbors sarcolytic fowlpox lieu scaean seatrains aviary sarcolytic rayah pukhtun hypersusceptible cestraciontidae ashes millicurie indubitably indubitably fowlpox hypermnestic nouveaux osteal feringi unscrupulously foreplays papboat rashest saddened,,,,,,,,,,,,May,Q2
447,newspaperman bluestone nucleoidioplasma entrenching solved oscheocele rolls cowhands ageisms biogenic newspaperman cubisms gastroduodenoscopy reseason nucleoidioplasma uncloistral upliftingly semihysterical musculus underform unspecifiable sasa musculus unforbidden,,,,,,,,,,,,May,Q2
448,abrico incavern sheet stimulatress construal liberals misclassed crapaudine tewhit tromp lampworking liberals epicoracohumeral reconfront talipomanus coemptio illuviating facundity unbudgeted overmeddle supersulfate erringly messer nonchangeably misclassed desmidian,,,,,,,,,,,,May,Q2
449,spunklessly turanite anticonservatism intelligences comatosity massageuse maximon multihead uncorner bestead epitaphial preacquisitive hydrophytic mandrels catchpoll danegelds monadology nonpeaked prechill escaloped ratifier photoengraver migrants undercloak nondescriptiveness,,,,,,,,,,,,May,Q2
450,elucidating intemporally rottan deferent barbarising incorruptive incorruptive delivering telemen neptunian faisceau activities reasonal imbarks manioc coprostanol deferent mistelling overcaptious virucide alleges chlorozincate gaslighted balwarra gunmetal nonswimming plastral,,,,,,,,,,,,May,Q2
451,authorization underbrigadier candidating frondiform minimizers marfire sesquiquadrate marfire autochthones unlaborable disembrangle pterygotrabecular thatch laemoparalysis icosasemic nonextensive pterygotrabecular prefixions uke rudesbies marcite teacherless capillarities,,,,,,,,,,,,May,Q2
452,hypoacidity sesqui reunion viewly miniaturists mudland nonpliably hypoacidity agorot perdit tipcats heterism catogene bethwack compester chorist retabulate stipendiums mobproof berbers spankingly nonalienating preconsecrating persalt maltodextrin mammitis paralectotype khedahs,,,,,,,,,,,,May,Q2
453,piepan uniridescent befouler subagency monobromacetone propale logically nonvegetatively litorina achropsia symphysy brickhood chef parabiotically weathermen defenselessly cinnamyl butyrous holer ladykind rabban overbets chartist barroom squirrelling oenocyte recalcitration,,,,,,,,,,,,May,Q2
454,plumply sophists ceraunograph truest peddle canc tinamidae evese crawliest ligatory wisecrack wiseacred numantine xanthotic orthogneiss karyolitic pangasinan diathermaneity spleneolus belvederes skats irreconcilably spelt auxiliator arachnites obstinacies clunist rasures bedims,,,,,,,,,,,,May,Q2
455,subpost bednighted typhlitis undertrain dolioform maximized spadicose codpitchings febrility begari anticommunist begari loadings parity basongo zooecium pocketbook aggress perforating unsummered nontheoretical blanquillos fuds dispartment theophyllin reillumine dolioform,,,,,,,,,,,,May,Q2
456,localizations nugget dibber micromelia pentitol hyperplatyrrhine polymerase amphiploid agreing inconsequentness unrestrictable catechumenical unboisterous eolipiles clanned carabiniere revivalists dhobies descanter chevrony nondynastic courtby plutocrat blueish screar amphiploid,,,,,,,,,,,,May,Q2
457,cystathionine dokhma blackjacks lagans costicervical conisance listed jibmen thelytocia sawlshot injoin cardiomelanosis benetting symmedian albacea uncarburetted optable warlow botherer exuscitate ceruminal myristicivorous uncelestial barmiest utch chervil creaturehood,,,,,,,,,,,,May,Q2
458,utterest inconsequence choripetalae plotlib utterest violoncellist mobolatry cauliflory neckful kappe protoconule demonstratorship coelelminthic wising brachyphyllum patrolling screeve nibung jostler oozing demonstratorship certifies unthoughtfully hyperstoical nibung quittances,,,,,,,,,,,,May,Q2
459,unhounded photosensitive pockier thyroprivia ichnographic surficial lifers alcoate unrepair braize cheeses unhounded gambone ginniest proclaim corsetless hermatypic lemuroidea feelingly hainan interlaying bdellouridae hermatypic feoffee priodontes eliquated asarotum monolinguist,,,,,,,,,,,,May,Q2
460,allochirally prating preformist gazet thirties stereotropic gazet monocerco transpiring unrevengingly tousing hereticate prorogued status madoqua blot madoqua castrating inanimated inanimated gratulatorily astringes bossboy blot tremie rhynconellid correlatable ura amalic,,,,,,,,,,,,May,Q2
461,petromyzon cultivably potion efflorescent absenteeism recusative disinterment viroses feminology meridienne spondylic polymorphic parenchymatous sukkah oiligarchy flophouse gyroceracone freesheet conglomerated annullate vying preexposed sizer mahmal doctorfishes casques nicenian,,,,,,,,,,,,May,Q2
462,nonpersonal nephrolithic ratanhia precisian erythrocytoschisis skepticism stoneblindness khansamah paddoing societologist wallflower uncynical uncentripetal societologist chameleonize periclaustral skeldock placidamente ueueteotl rowdydow midparent piccata pronunciability,,,,,,,,,,,,May,Q2
463,mightless abrocome fuligula porkpies clepe ambitendent propons straphang tetrarchs morningward incentive predeserter oxanic lawlants luxated abonnement numskullism nyctipithecus legitimately bolographic dodecahedric rewriter counterdemand morningward misfiling trichogrammatidae,,,,,,,,,,,,May,Q2
464,rebrutalize anglehook cafuso yelper interterminal arthrolith banters incendiarism indigenal actioner verbigerated nitroamine recondole waxworking hydroxyls sequencing rejiggers waxworking centenar fasels thackoor bicipital phytomonad etalage tenselessness smotheringly sextet,,,,,,,,,,,,May,Q2
465,oversleeve versify energids yapster ghettoized importune irrepentantly dendritiform univalve multitoned mycosphaerella highhanded stewarding mastered dispendious ligans pathoformic trainster multitoned fuselike gigabyte histone peristole israelite oversleeve afterthoughts,,,,,,,,,,,,May,Q2
466,canulate thereupon hemitropism underbids coolness epitomisation brachiocrural unmaiden slavian brenda earlier sloomy wrings whitherward aswell dilatingly cravats forthon delighting cheapened kithing vaunters phosphorogene aping brachiocrural cyrtoceracone hemitropism peucetii,,,,,,,,,,,,May,Q2
467,gluside aurochloride toxicodermia manifestant laloneurosis squalls girasols unenigmatically cruiserweight foudroyant whippowill pacchionian siredon overdemandiness karou phytophilous unpollutable wolframic forecatharping polycratic pilsener maisonette cruiserweight minionism,,,,,,,,,,,,May,Q2
468,undershrievery carlings pulpifying spininess unmittened vulcanist antigenicity rct boogiewoogie tergiferous nondefilement fluoran spasmotoxine fasting nonphenolic pretorture lineprinter zombiisms antigenicity nonphenolic salisburia occasioning unindustrialized secalose,,,,,,,,,,,,May,Q2
469,hodening nonsubstitutional notecase quadrangles hodening wallowish crickle molgula huttonian seiners disembodies eagre dominancy phlebodium beliquoring cuttyhunk nondefinitive musicologist intercessors sakes dominancy nondeprecatively arboretums unharbour overtimbered opulently,,,,,,,,,,,,May,Q2
470,hamamelidaceous unruefulness parochialised coagulative gnawingly nitridation planetogeny scalepans trouserless nullifying boxtop quinarian guidwilly guidwilly amyloidoses hippopotamidae nonly nutrients disarrays conquisition classmate trouserless pkgs transmuter disharmonising,,,,,,,,,,,,May,Q2
471,dolorousness delight succinct delight refunder ankylosaurus succinct reitbuck forlain baccarats ungrammatic channelly deckers hagueton pomeranian biosensor bindingness yardwands duchesse alternates inaccessibleness nonsettlement otosteon ankylosaurus samen playwoman upsoar,,,,,,,,,,,,May,Q2
472,cinephone reconcentration nonimpressionable collocutory nonradiating lungan chockful nontentativeness septs telluride dismounting overgarrison fictility peppered amphisbaenid recapitulator picadors gulosity thanage scoter lungan predatorily sag bannerets astragalus aesculaceae,,,,,,,,,,,,May,Q2
473,pullet bullety featureless outlined unpublic sinkable gasterotheca preindisposing moeck cabbagelike goatishness oceanology nonconviviality stomata unpioneering mustees nonconviviality montiform torments goatishness uncomplained superestablish goolah midrashim regionalistic,,,,,,,,,,,,May,Q2
474,preabsorb cacesthesia knotgrass erect phyllome keeler apostolic undrag claymore nonresurrection gharries advances paterissa scullduggery superindulgently lappish catline repipe catline boogeyman airplays redeemers outdrive sidewiper efferent uninternational zoilus rayonne timor,,,,,,,,,,,,May,Q2
475,chipproof conformed tali pemphixes preneglectful nickieben scrimshon decimetre reflectionist presprinkling terror insubordinateness schemes incognite unshut incongruousness tazia paradidym chipproof luteum mograbi rebus bandannas antinomy schemes bandannas overcapability,,,,,,,,,,,,May,Q2
476,titrimetrically crotonate nonmetaphysically toadfishes ramaite watchings disfoliage preacherize amphibolite investigatorial injuredness unnectarial nondelineation tuberculatoradiate proteanly pedicure preacherize rhytina scotswoman cif alcoholometrical hexactinellidan,,,,,,,,,,,,May,Q2
477,steamrollering deavely nonstop nowder braincraft grates multivalency orchises subumbonal guerre dermatotropic macclesfield undrunk biangular mildew shoreline braincraft discourser neo bologna opelet grapholite anableps steamrollering preinitialized phlebenteric accordatura,,,,,,,,,,,,May,Q2
478,conjugatae copatriot formulariser aeriness sylvatic unjewish chemicocautery arghel unpredictabilness refocussed finial truistic arghel coconino morphotropism transalpinely aldm filazer kinic posterioristically holoquinoidal muttony needer magdalens holoquinoidal sissify sylvatic,,,,,,,,,,,,May,Q2
479,jako gastroenterostomy belibeled kelts subdue oversound proleniency unsatiate dovens anorexies recommencing khatib unforgoable desmolase shortly neuropil reperusing multilaminated nils nine volatilizable nominate palliobranchiata ereptase dribblers pranava hematidrosis yucatec,,,,,,,,,,,,May,Q2
480,coevalness unrrove unpatent intercranial unwishfulness radiotherapies titular dirhem heman denuclearizes vaccinations incrept kushshu coevalness routous infernalism uncarolled planigraphy archheretic evaluative accoucheuse outspout alcae granuliferous unpatent brainache humbug,,,,,,,,,,,,May,Q2
481,zuccarino drumslade undersay eclectic antimonide vintager undefamatory copolymer microsomial pigmentose astheny whoredoms east extrapolatory ichthyornithoid unmollifiable unearly farmwife dissolutive cornucopia microsomial blackfly underproposition drearisomeness punctographic,,,,,,,,,,,,May,Q2
482,tubwoman despraise hyoglossi sclerotic multilamellar syntropical backcap looch insistence poultices contraremonstrant projudicial overstocking deeny salicylaldehyde cleavers gymnospermae condominiia atmas irisate twitterly nonfervidness deeny libget unexplosiveness buyback pean,,,,,,,,,,,,May,Q2
483,balanophorin misocainea curship biclavate manifolds scratchier purehearted rimmaking doled rowdier renter arrectary curship stereometric manumea cativo postsynaptically stereometric sabotage preearthquake enjoiner neotraditionalist coterminous manifolds ringleader dismastment,,,,,,,,,,,,May,Q2
